article_pubyear,publisher,institution_name,n_items
2013,Elsevier,Fraunhofer Institute for Production Systems and Design Technology,9
2015,Non-Elsevier,Social Science Research Center Berlin,22
2017,Non-Elsevier,Fraunhofer Institute for Digital Medicine,15
2020,Elsevier,Leipzig University of Applied Sciences,7
2012,Non-Elsevier,Fraunhofer USA,1
2014,Elsevier,University of Paderborn,66
2016,Elsevier,University of Mannheim,56
2013,Elsevier,Max Planck Institute for Polymer Research,27
2017,Non-Elsevier,Osnabrück University,166
2013,Elsevier,Chemnitz University of Technology,80
2013,Elsevier,Saarland University,130
2017,Non-Elsevier,Leibniz-Centre General Linguistics,9
2012,Elsevier,University of Kassel,50
2016,Non-Elsevier,Max Planck Institute for Iron Research,52
2016,Elsevier,Max Planck Institute for Mathematics in the Sciences,6
2016,Elsevier,Max Planck Institute of Microstructure Physics,9
2018,Non-Elsevier,Max Planck Institute for Biology of Ageing,21
2019,Non-Elsevier,Helmholtz-Zentrum Berlin für Materialien und Energie,131
2012,Non-Elsevier,Max Planck Institute for Extraterrestrial Physics,89
2020,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,3
2013,Elsevier,Max Planck Institute of Microstructure Physics,17
2020,Non-Elsevier,Dresden University of Applied Sciences,14
2017,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,4
2018,Non-Elsevier,University of Education Freiburg,26
2016,Non-Elsevier,GEOMAR Helmholtz Centre for Ocean Research Kiel,129
2013,Non-Elsevier,Max Planck Institute for Solar System Research,41
2019,Non-Elsevier,Max Planck Institute of Microstructure Physics,42
2014,Non-Elsevier,Furtwangen University,14
2013,Elsevier,University of Kaiserslautern,82
2017,Elsevier,Max Planck Institute for Research on Collective Goods,5
2015,Non-Elsevier,Max Planck Institute for Human Development,55
2016,Elsevier,Max Planck Institute for Empirical Aesthetics,6
2017,Elsevier,FH Aachen,10
2013,Elsevier,Helmholtz Centre Potsdam - GFZ German Research Centre for Geosciences,79
2012,Elsevier,"University of Veterinary Medicine Hannover, Foundation",82
2016,Non-Elsevier,Max Planck Institute for Chemistry,88
2020,Non-Elsevier,Institute of Plant Genetics and Crop Plant Research,72
2019,Non-Elsevier,German Sport University Cologne,138
2016,Non-Elsevier,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,42
2015,Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,73
2013,Non-Elsevier,University of Applied Sciences Würzburg-Schweinfurt,3
2013,Non-Elsevier,Max Delbrück Center for Molecular Medicine,148
2013,Elsevier,University of Rostock,134
2019,Elsevier,Max Planck Institute for Molecular Biomedicine,7
2018,Elsevier,Ilmenau University of Technology,56
2018,Non-Elsevier,University of Augsburg,187
2016,Non-Elsevier,Leibniz Institute for Solid State and Materials Research,143
2019,Non-Elsevier,German Institute of Human Nutrition,64
2017,Non-Elsevier,FH Aachen,18
2014,Elsevier,Max Planck Institute of Biochemistry,41
2019,Non-Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",14
2012,Non-Elsevier,Paul Ehrlich Institut,20
2020,Non-Elsevier,Max Planck Institute for Solar System Research,65
2017,Elsevier,Fraunhofer Institute for Production Systems and Design Technology,11
2018,Non-Elsevier,Max Planck Unit for the Science of Pathogens,2
2019,Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,7
2019,Elsevier,"Fraunhofer Institute for Communication, Information Processing and Ergonomics",2
2015,Non-Elsevier,Max Planck Institute for Marine Microbiology,38
2012,Non-Elsevier,University of Bamberg,38
2012,Non-Elsevier,Leibniz Research Centre for Working Environment and Human Factors,56
2015,Elsevier,Leibniz Research Centre for Working Environment and Human Factors,14
2014,Non-Elsevier,Fraunhofer Institute for Process Engineering and Packaging,23
2015,Non-Elsevier,Max Planck Institute for Mathematics in the Sciences,56
2019,Elsevier,University of Freiburg,280
2018,Non-Elsevier,Max Planck Institute for Marine Microbiology,44
2012,Non-Elsevier,Max Planck Institute for Developmental Biology,67
2017,Non-Elsevier,Max Planck Institute for Evolutionary Anthropology,81
2015,Elsevier,University of Göttingen,236
2013,Elsevier,Fraunhofer Institute for Solar Energy Systems,56
2015,Elsevier,Max Planck Institute for Informatics,15
2020,Non-Elsevier,Fraunhofer Institute for Mechanics of Materials,21
2012,Elsevier,German Institute for International Educational Research,4
2018,Non-Elsevier,Max Planck Institute for Meteorology,66
2020,Non-Elsevier,Bernhard Nocht Institute for Tropical Medicine,54
2016,Elsevier,Chemnitz University of Technology,113
2014,Non-Elsevier,Max Planck Institute for the History of Science,9
2014,Non-Elsevier,Max Planck Institute for Human Cognitive and Brain Sciences,98
2013,Elsevier,Max Planck Institute of Immunobiology and Epigenetics,11
2015,Non-Elsevier,Max Planck Institute of Biochemistry,76
2016,Elsevier,Max Planck Institute of Molecular Plant Physiology,11
2016,Non-Elsevier,Max Planck Institute of Microstructure Physics,60
2019,Elsevier,University of Kassel,104
2020,Elsevier,University of Rostock,108
2015,Non-Elsevier,Leibniz Institute of Plant Biochemistry,37
2014,Non-Elsevier,Max Planck Institute for Terrestrial Microbiology,49
2014,Elsevier,Fraunhofer Institute for Laser Technology,11
2018,Non-Elsevier,Fraunhofer Institute for Toxicology and Experimental Medicine,18
2019,Elsevier,University of Rostock,91
2019,Elsevier,GSI Helmholtz Centre for Heavy Ion Research,38
2019,Non-Elsevier,Max Planck Institute of Neurobiology,17
2019,Elsevier,Max Planck Institute of Molecular Cell Biology and Genetics,22
2015,Non-Elsevier,Max Planck Institute for the History of Science,11
2015,Non-Elsevier,Fraunhofer Institute for Microengineering and Microsystems,9
2016,Elsevier,University of Kassel,89
2020,Elsevier,University of Education Freiburg,4
2014,Non-Elsevier,Fraunhofer Institute for Applied and Integrated Security,1
2014,Elsevier,Federal Institute For Materials Research and Testing,82
2013,Non-Elsevier,University of Bamberg,67
2015,Non-Elsevier,Max Planck Institute for Plant Breeding Research,50
2016,Non-Elsevier,Helmholtz Centre for Infection Research,146
2019,Elsevier,Max Planck Institute for the History of Science,1
2018,Elsevier,Max Planck Institute for Polymer Research,19
2018,Non-Elsevier,Leibniz Institute for Tropospheric Research,30
2020,Elsevier,Helmholtz-Zentrum Dresden-Rossendorf,72
2013,Non-Elsevier,Max Planck Institute of Colloids and Interfaces,75
2016,Elsevier,University of Kaiserslautern,101
2016,Non-Elsevier,Max Planck Society,109
2015,Elsevier,Max Planck Institute for Dynamics of Complex Technical Systems,34
2015,Elsevier,Hamburg University of Applied Sciences,8
2020,Non-Elsevier,Leipzig University of Applied Sciences,24
2013,Non-Elsevier,Helmholtz Centre for Infection Research,117
2015,Non-Elsevier,University of Hagen,34
2012,Non-Elsevier,Bundeswehr University Munich,37
2018,Elsevier,Technische Universität Braunschweig,172
2018,Non-Elsevier,University of Konstanz,361
2020,Non-Elsevier,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,55
2012,Non-Elsevier,Max Planck Institute of Experimental Medicine,45
2019,Elsevier,Fraunhofer Institute for Production Technology,12
2020,Elsevier,Leipzig University,242
2019,Elsevier,Fraunhofer Institute for Industrial Engineering,14
2013,Non-Elsevier,University of Applied Sciences Biberach,4
2018,Non-Elsevier,Paul Ehrlich Institut,48
2018,Elsevier,Helmholtz Centre for Infection Research,34
2014,Non-Elsevier,University of Siegen,138
2014,Non-Elsevier,"Bauhaus University, Weimar",23
2018,Elsevier,Max Planck Institute for Dynamics of Complex Technical Systems,23
2013,Non-Elsevier,Museum für Naturkunde,37
2014,Elsevier,TU Darmstadt,213
2017,Non-Elsevier,Social Science Research Center Berlin,28
2017,Elsevier,Max Planck Institute for Human Cognitive and Brain Sciences,49
2015,Non-Elsevier,Fraunhofer Institute for High Frequency Physics and Radar Techniques,4
2013,Non-Elsevier,University of Mannheim,163
2014,Non-Elsevier,University of Bayreuth,294
2019,Elsevier,Heilbronn University,7
2019,Non-Elsevier,University of Applied Sciences Biberach,8
2013,Non-Elsevier,Max Planck Institute of Immunobiology and Epigenetics,27
2017,Non-Elsevier,Furtwangen University,36
2018,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,4
2018,Non-Elsevier,Hochschule Ulm,9
2015,Elsevier,Max Planck Institute for Molecular Genetics,28
2020,Non-Elsevier,Max Planck Institute for Evolutionary Anthropology,102
2013,Elsevier,Max Planck Institute for Plasma Physics,86
2017,Non-Elsevier,Max Delbrück Center for Molecular Medicine,153
2013,Non-Elsevier,University of Greifswald,354
2018,Elsevier,German Center for Neurodegenerative Diseases,61
2017,Non-Elsevier,Leibniz Institute for Baltic Sea Research,35
2012,Non-Elsevier,Max Planck Society,117
2018,Non-Elsevier,University of Wuppertal,155
2019,Elsevier,Bremen University of Applied Sciences,3
2019,Non-Elsevier,Max Planck Institute for Solar System Research,53
2013,Non-Elsevier,"Fraunhofer Institute for Telecommunications, Heinrich Hertz Institute",22
2015,Non-Elsevier,German Aerospace Center,320
2015,Elsevier,Max Planck Institute for Human Development,29
2017,Elsevier,Max Planck Institute for Biological Cybernetics,10
2019,Non-Elsevier,Fraunhofer Institute for Solar Energy Systems,45
2012,Elsevier,University of Rostock,121
2014,Elsevier,Deutsches Elektronen-Synchrotron DESY,38
2013,Elsevier,Otto-von-Guericke University Magdeburg,158
2014,Non-Elsevier,Max Planck Institute for Radio Astronomy,54
2016,Non-Elsevier,Leibniz Research Centre for Working Environment and Human Factors,33
2015,Elsevier,Max Planck Institute for Physics,13
2019,Elsevier,University of Hannover,204
2013,Elsevier,Max Planck Institute for Physics,20
2017,Non-Elsevier,Stuttgart University of Applied Sciences,1
2020,Elsevier,University of Regensburg,105
2014,Non-Elsevier,Bremen University of Applied Sciences,7
2014,Non-Elsevier,Institute of Plant Genetics and Crop Plant Research,74
2016,Elsevier,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,15
2017,Elsevier,University of Siegen,44
2014,Elsevier,Münster University of Applied Sciences,5
2017,Non-Elsevier,Leibniz Research Centre for Working Environment and Human Factors,36
2014,Elsevier,Leibniz Center for Tropical Marine Ecology,15
2018,Elsevier,Max Planck Institute for Chemical Ecology,9
2015,Non-Elsevier,Max Planck Institute for Iron Research,60
2017,Elsevier,Fraunhofer Institute for Molecular Biology and Applied Ecology,22
2020,Non-Elsevier,RWI – Leibniz Institute for Economic Research,14
2020,Non-Elsevier,German Institute of Human Nutrition,53
2015,Elsevier,Fraunhofer Institute for Computer Graphics Research,5
2012,Elsevier,Forschungszentrum Jülich,187
2012,Non-Elsevier,Fraunhofer Institute for Physical Measurement Techniques,14
2014,Non-Elsevier,University of Mannheim,149
2015,Non-Elsevier,Fraunhofer Institute for Manufacturing Technology and Advanced Materials,21
2019,Elsevier,Leibniz Institute of Agricultural Development in Transition Economies,8
2014,Non-Elsevier,Max Planck Institute for Human Development,56
2020,Elsevier,Bundeswehr University Munich,33
2020,Elsevier,Max Planck Institute for the Science of Light,5
2019,Elsevier,Federal Institute For Materials Research and Testing,71
2015,Elsevier,Leibniz Institute DSMZ – German Collection of Microorganisms and Cell Cultures,2
2017,Non-Elsevier,Leibniz Institute for Zoo and Wildlife Research,52
2018,Non-Elsevier,Hamburg University of Technology,134
2013,Elsevier,German Center for Neurodegenerative Diseases,39
2017,Non-Elsevier,Max Planck Institute for Chemical Ecology,65
2013,Elsevier,Max Planck Institute for Brain Research,7
2015,Elsevier,Carl von Ossietzky University of Oldenburg,90
2012,Non-Elsevier,Max Planck Institute of Molecular Plant Physiology,59
2019,Non-Elsevier,Max Planck Institute of Experimental Medicine,39
2014,Non-Elsevier,"University of Veterinary Medicine Hannover, Foundation",152
2016,Elsevier,Leibniz Institute for Solid State and Materials Research,41
2014,Elsevier,Clausthal University of Technology,49
2016,Non-Elsevier,Hochschule Geisenheim University,11
2019,Non-Elsevier,Fraunhofer Institute for Industrial Mathematics,30
2017,Non-Elsevier,Darmstadt University of Applied Sciences,13
2015,Non-Elsevier,Karlsruhe University of Applied Sciences,12
2016,Elsevier,German Institute for International Educational Research,10
2015,Non-Elsevier,University of Paderborn,165
2018,Elsevier,Max Planck Institute for Human Development,16
2012,Non-Elsevier,Max Planck Institute for Human Cognitive and Brain Sciences,74
2013,Non-Elsevier,Max Planck Institute of Biochemistry,61
2018,Elsevier,Otto-von-Guericke University Magdeburg,165
2020,Elsevier,German Institute of Human Nutrition,15
2015,Non-Elsevier,Hamburg University of Technology,120
2020,Non-Elsevier,Max Planck Institute for Molecular Biomedicine,23
2014,Elsevier,Heidelberg University of Education,3
2017,Non-Elsevier,Max Planck Institute for Human Cognitive and Brain Sciences,100
2020,Non-Elsevier,Reutlingen University,32
2012,Non-Elsevier,Max Planck Institute of Colloids and Interfaces,92
2020,Non-Elsevier,Fraunhofer Institute for Wind Energy Systems,24
2018,Non-Elsevier,Max Planck Institute for Plasma Physics,56
2017,Non-Elsevier,German Institute for International Educational Research,28
2012,Elsevier,Leibniz Institute of Polymer Research,41
2012,Non-Elsevier,Leibniz Institute for Solid State and Materials Research,154
2014,Non-Elsevier,Max Planck Institute of Molecular Cell Biology and Genetics,60
2020,Elsevier,University Medical Center Hamburg-Eppendorf,243
2018,Non-Elsevier,Max Planck Institute for the Science of Human History,57
2014,Non-Elsevier,Max Planck Institute for Mathematics in the Sciences,40
2018,Non-Elsevier,University of Passau,45
2016,Elsevier,University of Hagen,15
2018,Non-Elsevier,Max Planck Society,108
2015,Non-Elsevier,Max Planck Institute of Microstructure Physics,60
2020,Elsevier,Helmholtz Centre for Infection Research,33
2019,Non-Elsevier,Max Planck Society,100
2012,Elsevier,Fraunhofer Institute for Molecular Biology and Applied Ecology,12
2018,Non-Elsevier,Helmholtz Centre for Infection Research,153
2014,Non-Elsevier,Leibniz Institute of Polymer Research,65
2015,Non-Elsevier,Helmholtz Centre for Infection Research,142
2012,Non-Elsevier,Max Planck Institute of Biophysics,15
2018,Elsevier,Fraunhofer Institute for Reliability and Microintegration,3
2019,Elsevier,University of Konstanz,77
2018,Non-Elsevier,Max Planck Institute of Colloids and Interfaces,84
2019,Elsevier,Fraunhofer Institute for Solar Energy Systems,25
2019,Elsevier,Hochschule Osnabrück,6
2016,Non-Elsevier,Max Planck Institute for Chemical Ecology,75
2014,Elsevier,Leibniz Institute for Baltic Sea Research,22
2017,Non-Elsevier,Max Planck Institute for Coal Research,65
2013,Non-Elsevier,Max Planck Institute for Mathematics,15
2012,Non-Elsevier,Fraunhofer Institute for Open Communication Systems,7
2012,Elsevier,Max Planck Institute for Mathematics,11
2020,Elsevier,Münster University of Applied Sciences,9
2020,Elsevier,University of Konstanz,51
2015,Elsevier,University of Hohenheim,166
2012,Non-Elsevier,Max Planck Institute of Molecular Physiology,26
2014,Non-Elsevier,Max Planck Institute for Developmental Biology,59
2012,Non-Elsevier,Fraunhofer Institute for Photonic Microsystems,9
2015,Non-Elsevier,Neubrandenburg University of Applied Sciences,12
2019,Non-Elsevier,Max Planck Institute for Research on Collective Goods,7
2012,Non-Elsevier,Max Planck Institute for Intelligent Systems,70
2018,Non-Elsevier,Max Planck Institute for the Physics of Complex Systems,126
2013,Elsevier,Max Planck Institute for Iron Research,38
2012,Non-Elsevier,Max Planck Institute for Gravitational Physics,89
2013,Elsevier,Max Planck Institute of Biophysics,12
2015,Elsevier,Leuphana University of Lüneburg,60
2016,Non-Elsevier,Leipzig University of Applied Sciences,11
2014,Elsevier,Max Planck Institute for Dynamics of Complex Technical Systems,30
2014,Non-Elsevier,Max Planck Institute of Microstructure Physics,61
2013,Elsevier,Helmholtz Centre for Environmental Research,107
2014,Elsevier,Fraunhofer Institute for Solar Energy Systems,66
2016,Elsevier,Leibniz Institute for Baltic Sea Research,15
