article_pubyear,publisher,institution_name,n_refs
2017,Elsevier,Fraunhofer Institute for Applied Solid State Physics,20
2017,Non-Elsevier,Neubrandenburg University of Applied Sciences,18
2013,Elsevier,Max Planck Institute for Social Law and Social Policy,9
2015,Non-Elsevier,Max Planck Institute for the Science of Human History,10
2019,Elsevier,Institute for the German Language,5
2012,Elsevier,Max Planck Institute for the History of Science,11
2014,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,12
2014,Elsevier,RWI – Leibniz Institute for Economic Research,8
2017,Non-Elsevier,Coburg University of Applied Sciences,6
2016,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,7
2012,Non-Elsevier,Fraunhofer USA,13
2017,Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,22
2014,Non-Elsevier,Karlsruhe University of Education,6
2012,Non-Elsevier,Max Planck Institute for Comparative Public Law and International Law,2
2016,Elsevier,Fraunhofer Institute for Microstructure of Materials and Systems,30
2015,Non-Elsevier,Technische Hochschule Mittelhessen,26
2015,Non-Elsevier,Leibniz Institute of Ecological Urban and Regional Development,34
2020,Non-Elsevier,Max Planck Institute for Software Systems,24
2020,Elsevier,Darmstadt University of Applied Sciences,13
2014,Elsevier,Esslingen University of Applied Sciences,8
2013,Elsevier,University of Passau,42
2017,Elsevier,Bonn-Rhein-Sieg University of Applied Sciences,7
2018,Elsevier,Hochschule Geisenheim University,30
2019,Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",9
2020,Elsevier,Pforzheim University of Applied Sciences,54
2014,Non-Elsevier,RWI – Leibniz Institute for Economic Research,8
2017,Elsevier,Fraunhofer Singapore,3
2017,Non-Elsevier,Fraunhofer Society,4
2019,Non-Elsevier,Fraunhofer Institute for Physical Measurement Techniques,13
2019,Non-Elsevier,Hochschule Konstanz University of Applied Sciences,15
2020,Elsevier,Fraunhofer Institute for Mechatronic Systems Design,19
2019,Elsevier,Max Planck Institute for Chemical Energy Conversion,70
2016,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,15
2018,Elsevier,Stuttgart University of Applied Sciences,6
2018,Elsevier,Fachhochschule Kiel,6
2015,Elsevier,Fulda University of Applied Sciences,23
2020,Elsevier,Fraunhofer Portugal Research,7
2019,Non-Elsevier,Max Planck Institute for Foreign and International Criminal Law,11
2012,Elsevier,Mannheim University of Applied Sciences,23
2017,Non-Elsevier,Dresden University of Applied Sciences,34
2012,Non-Elsevier,Zittau/Görlitz University of Applied Sciences,3
2018,Elsevier,Fraunhofer Research Institution for Microsystems and Solid State Technologies,5
2015,Elsevier,University of Education Freiburg,18
2019,Elsevier,Fraunhofer Institute for Silicon Technology,4
2016,Non-Elsevier,Fraunhofer Institute for Production Systems and Design Technology,14
2013,Elsevier,Fraunhofer Institute for Reliability and Microintegration,7
2013,Elsevier,Fraunhofer Institute for Photonic Microsystems,13
2017,Non-Elsevier,hsg Bochum - University of Applied Sciences,9
2016,Elsevier,Max Planck Institute for Mathematics in the Sciences,19
2018,Non-Elsevier,Fraunhofer Research Institution for Microsystems and Solid State Technologies,5
2020,Elsevier,Karlsruhe University of Education,5
2016,Non-Elsevier,Fraunhofer Institute for Technological Trend Analysis,11
2014,Non-Elsevier,Fraunhofer Institute for Applied Information Technology,3
2020,Elsevier,Albstadt-Sigmaringen University,36
2019,Elsevier,Fraunhofer Institute for Physical Measurement Techniques,8
2016,Non-Elsevier,University of Education Weingarten,22
2016,Non-Elsevier,Heidelberg University of Education,50
2014,Elsevier,Fraunhofer Institute for Factory Operation and Automation,8
2012,Non-Elsevier,Offenburg University of Applied Sciences,51
2019,Elsevier,Max Planck Unit for the Science of Pathogens,5
2019,Non-Elsevier,Max Planck Unit for the Science of Pathogens,41
2017,Elsevier,Rhine-Waal University of Applied Sciences,31
2017,Non-Elsevier,Heidelberg University of Education,56
2019,Non-Elsevier,Augsburg University of Applied Sciences,35
2020,Non-Elsevier,Max Planck Institute for Tax Law and Public Finance,6
2013,Elsevier,Fraunhofer Institute for Intelligent Analysis and Information Systems,4
2012,Non-Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,27
2017,Elsevier,Fraunhofer Institute for Wind Energy Systems,56
2015,Elsevier,Fraunhofer Society,13
2016,Non-Elsevier,Fraunhofer Institute for Applied Solid State Physics,107
2013,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,18
2016,Non-Elsevier,Bremen University of Applied Sciences,14
2018,Non-Elsevier,Fraunhofer Institute for Building Physics,22
2019,Elsevier,Fulda University of Applied Sciences,38
2016,Elsevier,Ostbayerische Technische Hochschule Amberg Weiden,9
2020,Elsevier,Max Planck Computing and Data Facility,7
2020,Non-Elsevier,Fraunhofer Institute for Wood Research Wilhelm-Klauditz-Institut,66
2015,Non-Elsevier,Fraunhofer Institute for Biomedical Engineering,16
2015,Elsevier,Fraunhofer Institute for Biomedical Engineering,14
2016,Non-Elsevier,"Fraunhofer Institute for High-Speed Dynamics, Ernst-Mach-Institut",31
2016,Non-Elsevier,Max Planck Graduate Center,32
2015,Non-Elsevier,Munich University of Applied Sciences,48
2013,Non-Elsevier,Hochschule Ulm,9
2013,Non-Elsevier,Karlsruhe University of Education,2
2019,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,11
2015,Elsevier,Leibniz Institute of Ecological Urban and Regional Development,27
2014,Non-Elsevier,Max Planck Institute for Social Anthropology,29
2020,Elsevier,Fraunhofer Institute for Nondestructive Testing,33
2017,Non-Elsevier,University of Applied Sciences Biberach,34
2018,Elsevier,Fraunhofer Institute for Computer Graphics Research,16
2017,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,42
2016,Non-Elsevier,Fraunhofer Institute for Integrated Circuits,23
2016,Elsevier,Fraunhofer Italia Research,13
2019,Elsevier,Furtwangen University,48
2020,Non-Elsevier,Max Planck Institute for the Study of Societies,26
2017,Elsevier,Halle Institute for Economic Research,17
2014,Elsevier,Fraunhofer Institute for Chemical Technology,42
2017,Elsevier,Max Planck University of Twente Center for Complex Fluid Dynamics,2
2020,Non-Elsevier,Fraunhofer Singapore,22
2015,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,13
2017,Non-Elsevier,HHL Leipzig Graduate School of Management,27
2020,Non-Elsevier,Fraunhofer Research Institution for Microsystems and Solid State Technologies,22
2013,Non-Elsevier,Nürtingen-Geislingen University of Applied Science,6
2017,Non-Elsevier,Max Planck University of Twente Center for Complex Fluid Dynamics,11
2013,Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,15
2020,Elsevier,Offenburg University of Applied Sciences,12
2015,Non-Elsevier,Fraunhofer Institute for Manufacturing Engineering and Automation,31
2015,Non-Elsevier,Halle Institute for Economic Research,18
2018,Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,17
2015,Non-Elsevier,TH Köln – University of Applied Sciences,25
2013,Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,14
2016,Non-Elsevier,Fraunhofer Research Institution for Marine Biotechnology and Cell Technology,8
2019,Elsevier,University of Applied Sciences Landshut,12
2019,Non-Elsevier,Fraunhofer Institute for Energy Economics and Energy System Technology,64
2015,Non-Elsevier,Offenburg University of Applied Sciences,40
2020,Elsevier,Hochschule Hannover,18
2018,Elsevier,Leipzig University of Applied Sciences,32
2016,Elsevier,Esslingen University of Applied Sciences,29
2018,Non-Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,22
2015,Non-Elsevier,Max Planck Institute for Tax Law and Public Finance,12
2014,Non-Elsevier,Fraunhofer Institute for Nondestructive Testing,9
2015,Non-Elsevier,Fraunhofer Institute for Production Systems and Design Technology,20
2012,Non-Elsevier,Frankfurt University of Applied Sciences,5
2016,Elsevier,Offenburg University of Applied Sciences,30
2019,Elsevier,Max Planck Institute for Radio Astronomy,8
2017,Non-Elsevier,Baden-Wuerttemberg Cooperative State University,30
2019,Non-Elsevier,Max Planck Institute for Mathematics,53
2013,Elsevier,Fraunhofer Institute for Laser Technology,15
2017,Elsevier,Institute for the German Language,3
2017,Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,17
2013,Elsevier,University of Education Freiburg,18
2018,Elsevier,Max Planck Institute for Social Law and Social Policy,2
2015,Elsevier,Fraunhofer Institute for Digital Medicine,29
2016,Elsevier,Max Planck Institute for the Study of Societies,4
2020,Non-Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,18
2016,Non-Elsevier,Frankfurt University of Applied Sciences,12
2015,Elsevier,Fraunhofer Institute for Factory Operation and Automation,9
2019,Elsevier,Hochschule Mittweida,19
2015,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,29
2016,Non-Elsevier,Fachhochschule Bielefeld,20
2012,Non-Elsevier,Fraunhofer Institute for Integrated Systems and Device Technology,28
2014,Elsevier,Max Planck Institute for Evolutionary Biology,55
2019,Non-Elsevier,Hochschule Osnabrück,50
2020,Elsevier,Fraunhofer Institute for Electronic Nano Systems,21
2015,Elsevier,University of Hagen,28
2018,Elsevier,University of Applied Sciences Emden Leer,12
2013,Elsevier,Fraunhofer Institute for Integrated Circuits,14
2017,Elsevier,Fraunhofer Institute for Nondestructive Testing,11
2016,Non-Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,13
2019,Non-Elsevier,Fraunhofer Society,23
2016,Elsevier,Georg Simon Ohm University of Applied Sciences Nuremberg,26
2016,Elsevier,Max Planck Institute for Meteorology,32
2013,Elsevier,"Fraunhofer Institute for Environmental, Safety, and Energy Technology",9
2012,Non-Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,25
2018,Elsevier,Fraunhofer Institute for Photonic Microsystems,8
2017,Non-Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,7
2017,Non-Elsevier,Nürtingen-Geislingen University of Applied Science,5
2017,Non-Elsevier,Ostwestfalen-Lippe University of Applied Sciences and Arts,17
2016,Elsevier,Max Planck Institute for Mathematics,11
2012,Non-Elsevier,Fraunhofer Institute for Secure Information Technology,4
2018,Non-Elsevier,Baden-Wuerttemberg Cooperative State University,21
2016,Non-Elsevier,Fachhochschule Kiel,9
2014,Non-Elsevier,Fraunhofer Institute for Production Systems and Design Technology,8
2013,Elsevier,Furtwangen University,11
2017,Non-Elsevier,Fraunhofer Chile Research Foundation,2
2016,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,9
2014,Elsevier,Fraunhofer Institute for Production Systems and Design Technology,11
2012,Non-Elsevier,Fraunhofer Institute for Production Systems and Design Technology,6
2020,Elsevier,Bremen University of Applied Sciences,33
2016,Non-Elsevier,Hochschule Ulm,33
2018,Non-Elsevier,Stuttgart Media University,5
2017,Non-Elsevier,University of Applied Sciences Landshut,19
2013,Elsevier,Max Planck Institute for the Science of Light,17
2012,Non-Elsevier,Esslingen University of Applied Sciences,14
2013,Elsevier,Westsächsische Hochschule Zwickau,3
2018,Elsevier,Max Planck Institute for Mathematics,6
2019,Elsevier,Max Planck Institute for Astronomy,10
2016,Non-Elsevier,"Fraunhofer Research Institution for Casting, Composite and Processing Technology",4
2014,Non-Elsevier,Fraunhofer Institute for Silicon Technology,8
2016,Elsevier,Fraunhofer Institute for Wind Energy Systems,13
2012,Non-Elsevier,Coburg University of Applied Sciences,20
2018,Non-Elsevier,Karlsruhe University of Education,9
2012,Elsevier,Fresenius University of Applied Sciences,9
2013,Elsevier,Heilbronn University,5
2016,Non-Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,47
2013,Elsevier,Fraunhofer Institute for Building Physics,6
2016,Elsevier,"Fraunhofer Research Institution for Casting, Composite and Processing Technology",8
2020,Elsevier,Hamm-Lippstadt University of Applied Sciences,15
2017,Non-Elsevier,Max Planck Research Unit Neurogenetics,8
2013,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,2
2012,Elsevier,"Bauhaus University, Weimar",17
2017,Elsevier,Fraunhofer Institute for Integrated Circuits,5
2020,Elsevier,Max Planck Institute for the Structure and Dynamics of Matter,15
2014,Elsevier,Munich University of Applied Sciences,24
2015,Elsevier,Kühne Logistics University,2
2015,Non-Elsevier,hsg Bochum - University of Applied Sciences,1
2012,Elsevier,University of Applied Sciences Emden Leer,1
2017,Elsevier,Albstadt-Sigmaringen University,11
2019,Elsevier,Augsburg University of Applied Sciences,28
2019,Non-Elsevier,Rottenburg University of Applied Forest Sciences,15
2017,Elsevier,Max Planck Institute for Tax Law and Public Finance,6
2014,Elsevier,Max Planck Institute for the Science of Human History,16
2014,Non-Elsevier,Fraunhofer Institute for Structural Durability and System Reliability,12
2012,Non-Elsevier,Heilbronn University,11
2020,Elsevier,University of Hagen,60
2012,Non-Elsevier,Evangelische Hochschule Dresden,5
2013,Elsevier,Max Planck Institute for Astrophysics,6
2014,Non-Elsevier,Max Planck Institute for the Science of Human History,16
2015,Non-Elsevier,Fraunhofer USA,8
2016,Elsevier,Karlsruhe University of Education,8
2015,Elsevier,Fraunhofer Chile Research Foundation,13
2018,Non-Elsevier,Fraunhofer Institute for Material Flow and Logistics,16
2012,Non-Elsevier,Fraunhofer Institute for Factory Operation and Automation,15
2019,Elsevier,Fraunhofer Portugal Research,16
2013,Elsevier,Münster University of Applied Sciences,6
2013,Elsevier,Fresenius University of Applied Sciences,16
2015,Non-Elsevier,Dresden University of Applied Sciences,19
2015,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,12
2014,Elsevier,Fraunhofer Institute for Microengineering and Microsystems,22
2013,Non-Elsevier,Zittau/Görlitz University of Applied Sciences,17
2012,Non-Elsevier,Max Planck Institute for the Study of Religious and Ethnic Diversity,19
2017,Non-Elsevier,Fraunhofer Institute for Microelectronic Circuits and Systems,7
2020,Elsevier,Fraunhofer Institute for Factory Operation and Automation,10
2016,Non-Elsevier,Augsburg University of Applied Sciences,10
2020,Elsevier,Coburg University of Applied Sciences,10
2015,Non-Elsevier,Hochschule für Technik und Wirtschaft des Saarlandes,13
2017,Elsevier,Max Planck Institute for Comparative and International Private Law,1
2017,Elsevier,Dresden University of Applied Sciences,10
2013,Non-Elsevier,Max Planck Research Unit for Enzymology of Protein Folding,20
2015,Elsevier,Westsächsische Hochschule Zwickau,13
2015,Elsevier,Fraunhofer Institute for Algorithms and Scientific Computing,20
2019,Elsevier,Fraunhofer Institute for Applied Optics and Precision Engineering,10
2016,Non-Elsevier,Fraunhofer Institute for Surface Engineering and Thin Films,30
2018,Elsevier,"Fraunhofer Institute for Organic Electronics, Electron Beam and Plasma Technology",13
2012,Elsevier,Hamburg University of Applied Sciences,14
2019,Elsevier,Fraunhofer Institute for Factory Operation and Automation,13
2013,Non-Elsevier,Albstadt-Sigmaringen University,3
2015,Elsevier,Technische Hochschule Mittelhessen,18
2014,Elsevier,Fraunhofer Institute for Integrated Circuits,15
2012,Non-Elsevier,Fraunhofer Institute for Reliability and Microintegration,5
